species_id,scientific_name,genus,is_rare,tropical_frac,n_total,n_train,n_val,n_test,n_flower,n_leaf,license
1356428,Osmunda regalis L.,Osmunda,False,,337,237,50,50,23,314,cc-by-sa
1391797,Dryas octopetala L.,Dryas,False,,342,240,51,51,288,54,cc-by-sa
1359525,Trifolium stellatum L.,Trifolium,False,,343,241,51,51,323,20,cc-by-sa
1399783,Schefflera actinophylla Harms,Schefflera,False,,345,241,52,52,11,334,cc-by-sa
1355868,Lactuca virosa L.,Lactuca,False,,365,255,55,55,10,355,cc-by-sa
1393725,Maianthemum bifolium (L.) F.W.Schmidt,Maianthemum,False,,367,255,56,56,170,197,cc-by-sa
1363110,Anemone hortensis L.,Anemone,False,,380,266,57,57,372,8,cc-by-sa
1529328,Sedum rubrotinctum R.T. Clausen,Sedum,False,,381,267,57,57,18,363,cc-by-sa
1393946,"Neotinea ustulata (L.) R.M.Bateman, Pridgeon & M.W.Chase",Neotinea,False,,382,268,57,57,373,9,cc-by-sa
1391953,Epipactis atrorubens (Hoffm.) Besser,Epipactis,False,,388,272,58,58,361,27,cc-by-sa
1361666,Ophrys scolopax Cav.,Ophrys,False,,394,276,59,59,386,8,cc-by-sa
1393466,Lavandula latifolia Medik.,Lavandula,False,,417,291,63,63,117,300,cc-by-sa
1363129,Papaver dubium L.,Papaver,False,,430,302,64,64,394,36,cc-by-sa
1397303,Adenostyles alpina (L.) Bluff & Fingerh.,Adenostyles,False,,436,306,65,65,369,67,cc-by-sa
1362954,Schefflera actinophylla (Endl.) Harms,Schefflera,False,,446,312,67,67,32,414,cc-by-sa
1359197,Galega officinalis L.,Galega,False,,463,325,69,69,349,114,cc-by-sa
1360811,Thapsia villosa L.,Thapsia,False,,492,346,73,73,349,143,cc-by-sa
1393449,Lathraea clandestina L.,Lathraea,False,,494,344,75,75,477,17,cc-by-sa
1398444,Anemone blanda Schott & Kotschy,Anemone,False,,504,352,76,76,472,32,cc-by-sa
1356692,Lithodora fruticosa (L.) Griseb.,Lithodora,False,,514,358,78,78,457,57,cc-by-sa
1394504,Anemone sylvestris L.,Anemone,False,,516,362,77,77,462,54,cc-by-sa
1397312,Anemone ranunculoides L.,Anemone,False,,524,368,78,78,454,70,cc-by-sa
1409292,Dendrobium nobile Lindl.,Dendrobium,False,,527,369,79,79,344,183,cc-by-sa
1363699,Lupinus angustifolius L.,Lupinus,False,,535,373,81,81,325,210,cc-by-sa
1529081,Sedum adolphii Raym.-Hamet,Sedum,False,,536,374,81,81,44,492,cc-by-sa
1392695,Hebe salicifolia (G.Forst.) Pennell,Hebe,False,,550,386,82,82,414,136,cc-by-sa
1418547,Sedum morganianum E.Walther,Sedum,False,,552,386,83,83,27,525,cc-by-sa
1397420,Lactuca perennis L.,Lactuca,False,,553,387,83,83,463,90,cc-by-sa
1363490,Phalaris arundinacea L.,Phalaris,False,,560,392,84,84,93,467,cc-by-sa
1358150,Alliaria petiolata (M. Bieb.) Cavara & Grande,Alliaria,False,,577,403,87,87,232,345,cc-by-sa
1420863,Kniphofia uvaria (L.) Oken,Kniphofia,False,,591,413,89,89,567,24,cc-by-sa
1357677,Lactuca muralis (L.) Gaertn.,Lactuca,False,,603,421,91,91,272,331,cc-by-sa
1363749,Melilotus indicus (L.) All.,Melilotus,False,,618,432,93,93,478,140,cc-by-sa
1391483,Cucurbita maxima Duchesne,Cucurbita,False,,642,448,97,97,211,431,cc-by-sa
1391652,Daphne mezereum L.,Daphne,False,,645,451,97,97,474,171,cc-by-sa
1421021,Sedum palmeri S. Watson,Sedum,False,,667,467,100,100,166,501,cc-by-sa
1358105,Sedum dasyphyllum L.,Sedum,False,,673,471,101,101,191,482,cc-by-sa
1359485,Trifolium arvense L.,Trifolium,False,,674,472,101,101,593,81,cc-by-sa
1393792,Melilotus officinalis (L.) Lam.,Melilotus,False,,675,473,101,101,562,113,cc-by-sa
1363737,Trifolium dubium Sibth.,Trifolium,False,,676,472,102,102,564,112,cc-by-sa
1394489,Anemone pulsatilla L.,Anemone,False,,682,478,102,102,648,34,cc-by-sa
1360590,Daphne laureola L.,Daphne,False,,685,479,103,103,97,588,cc-by-sa
1398128,Sedum palmeri S.Watson,Sedum,False,,722,506,108,108,340,382,cc-by-sa
1358751,Lamium hybridum Vill.,Lamium,False,,728,508,110,110,504,224,cc-by-sa
1391226,Cirsium oleraceum (L.) Scop.,Cirsium,False,,728,508,110,110,437,291,cc-by-sa
1360588,Daphne gnidium L.,Daphne,False,,740,518,111,111,303,437,cc-by-sa
1360153,Anemone coronaria L.,Anemone,False,,750,526,112,112,714,36,cc-by-sa
1409295,Nandina domestica Thunb.,Nandina,False,,754,528,113,113,151,603,cc-by-sa
1359488,Trifolium campestre Schreb.,Trifolium,False,,765,535,115,115,684,81,cc-by-sa
1361759,Cirsium palustre (L.) Scop.,Cirsium,False,,772,540,116,116,619,153,cc-by-sa
1356126,Lavandula dentata L.,Lavandula,False,,776,542,117,117,338,438,cc-by-sa
1358605,Mercurialis perennis L.,Mercurialis,False,,787,551,118,118,136,651,cc-by-sa
1390637,Calendula arvensis L.,Calendula,False,,787,551,118,118,665,122,cc-by-sa
1359625,Althaea officinalis L.,Althaea,False,,794,556,119,119,495,299,cc-by-sa
1360998,Anthericum liliago L.,Anthericum,False,,805,563,121,121,765,40,cc-by-sa
1364172,Lactuca sativa L.,Lactuca,False,,806,564,121,121,28,778,cc-by-sa
1360671,Chaerophyllum temulum L.,Chaerophyllum,False,,840,588,126,126,508,332,cc-by-sa
1391192,Cirsium eriophorum (L.) Scop.,Cirsium,False,,846,592,127,127,669,177,cc-by-sa
1363336,Smilax aspera L.,Smilax,False,,869,607,131,131,91,778,cc-by-sa
1356111,Lamium amplexicaule L.,Lamium,False,,898,628,135,135,632,266,cc-by-sa
1398515,Hypericum x hidcoteense Hilling ex Geerinck,Hypericum,False,,906,634,136,136,761,145,cc-by-sa
1394404,Papaver orientale L.,Papaver,False,,940,658,141,141,778,162,cc-by-sa
1355978,Pelargonium zonale (L.) L'Hér.,Pelargonium,False,,972,680,146,146,712,260,cc-by-sa
1362294,Epipactis helleborine (L.) Crantz,Epipactis,False,,974,682,146,146,544,430,cc-by-sa
1359669,Nymphaea alba L.,Nymphaea,False,,993,695,149,149,823,170,cc-by-sa
1369960,Tradescantia spathacea Sw.,Tradescantia,False,,1016,710,153,153,51,965,cc-by-sa
1358689,Hypericum androsaemum L.,Hypericum,False,,1050,734,158,158,610,440,cc-by-sa
1363764,Acacia dealbata Link,Acacia,False,,1050,736,157,157,309,741,cc-by-sa
1393393,Kniphofia uvaria (L.) Hook.,Kniphofia,False,,1060,742,159,159,1014,46,cc-by-sa
1360978,Pancratium maritimum L.,Pancratium,False,,1078,754,162,162,972,106,cc-by-sa
1364159,Tagetes patula L.,Tagetes,False,,1104,774,165,165,981,123,cc-by-sa
1394454,Pelargonium inquinans (L.) Aiton,Pelargonium,False,,1112,778,167,167,884,228,cc-by-sa
1356382,Dryopteris filix-mas (L.) Schott,Dryopteris,False,,1113,779,167,167,15,1098,cc-by-sa
1356075,Tradescantia fluminensis Vell.,Tradescantia,False,,1130,792,169,169,261,869,cc-by-sa
1400100,Barbarea vulgaris R.Br.,Barbarea,False,,1159,813,173,173,896,263,cc-by-sa
1418146,Fittonia albivenis (Lindl. ex Veitch) Brummitt,Fittonia,False,,1173,821,176,176,21,1152,cc-by-sa
1396824,Tradescantia virginiana L.,Tradescantia,False,,1231,863,184,184,1129,102,cc-by-sa
1384485,Cucurbita pepo L.,Cucurbita,False,,1283,899,192,192,413,870,cc-by-sa
1355990,Mercurialis annua L.,Mercurialis,False,,1320,924,198,198,240,1080,cc-by-sa
1357635,Helminthotheca echioides (L.) Holub,Helminthotheca,False,,1360,952,204,204,597,763,cc-by-sa
1394382,Anemone alpina L.,Anemone,False,,1418,992,213,213,1340,78,cc-by-sa
1362490,Sedum rupestre L.,Sedum,False,,1431,1003,214,214,648,783,cc-by-sa
1359498,Trifolium incarnatum L.,Trifolium,False,,1438,1006,216,216,1341,97,cc-by-sa
1356257,Melilotus albus Medik.,Melilotus,False,,1485,1041,222,222,1143,342,cc-by-sa
1361656,Ophrys apifera Huds.,Ophrys,False,,1641,1149,246,246,1615,26,cc-by-sa
1358133,Sedum sediforme (Jacq.) Pau,Sedum,False,,1655,1159,248,248,620,1035,cc-by-sa
1358766,Lavandula stoechas L.,Lavandula,False,,1672,1172,250,250,1369,303,cc-by-sa
1408961,Schefflera arboricola (Hayata) Merr.,Schefflera,False,,1678,1176,251,251,36,1642,cc-by-sa
1398592,Perovskia atriplicifolia Benth.,Perovskia,False,,1764,1236,264,264,1242,522,cc-by-sa
1356781,Humulus lupulus L.,Humulus,False,,1774,1240,267,267,484,1290,cc-by-sa
1394591,Angelica sylvestris L.,Angelica,False,,1835,1283,276,276,1218,617,cc-by-sa
1393423,Lamium album L.,Lamium,False,,1842,1290,276,276,1222,620,cc-by-sa
1358094,Sedum acre L.,Sedum,False,,1848,1292,278,278,1197,651,cc-by-sa
1393425,Lamium maculatum (L.) L.,Lamium,False,,1860,1302,279,279,1421,439,cc-by-sa
1355932,Pelargonium graveolens L'Hér.,Pelargonium,False,,1891,1325,283,283,990,901,cc-by-sa
1385937,Zamioculcas zamiifolia (Lodd.) Engl.,Zamioculcas,False,,1892,1324,284,284,28,1864,cc-by-sa
1435714,Pelargonium zonale (L.) L'Hér. ex Aiton,Pelargonium,False,,1922,1346,288,288,1409,513,cc-by-sa
1408774,Tradescantia pallida (Rose) D.R.Hunt,Tradescantia,False,,1941,1357,292,292,504,1437,cc-by-sa
1394994,Pyracantha coccinea M.Roem.,Pyracantha,False,,1951,1367,292,292,935,1016,cc-by-sa
1398178,Tradescantia zebrina Bosse,Tradescantia,False,,1967,1377,295,295,64,1903,cc-by-sa
1394420,Anemone hepatica L.,Anemone,False,,2083,1457,313,313,1665,418,cc-by-sa
1393241,Hypericum calycinum L.,Hypericum,False,,2111,1477,317,317,1545,566,cc-by-sa
1369887,Trachelospermum jasminoides (Lindl.) Lem.,Trachelospermum,False,,2130,1492,319,319,1500,630,cc-by-sa
1393614,Liriodendron tulipifera L.,Liriodendron,False,,2143,1499,322,322,518,1625,cc-by-sa
1359616,Punica granatum L.,Punica,False,,2201,1541,330,330,1303,898,cc-by-sa
1397268,Anemone hupehensis (Lemoine) Lemoine,Anemone,False,,2374,1662,356,356,1933,441,cc-by-sa
1367432,Lupinus polyphyllus Lindl.,Lupinus,False,,2388,1670,359,359,1738,650,cc-by-sa
1409238,Anthurium andraeanum Linden ex André,Anthurium,False,,2451,1715,368,368,1633,818,cc-by-sa
1363130,Papaver somniferum L.,Papaver,False,,2515,1759,378,378,1957,558,cc-by-sa
1374048,Tagetes erecta L.,Tagetes,False,,2559,1791,384,384,2282,277,cc-by-sa
1389510,Aegopodium podagraria L.,Aegopodium,False,,2607,1825,391,391,936,1671,cc-by-sa
1358095,Sedum album L.,Sedum,False,,2687,1881,403,403,981,1706,cc-by-sa
1397364,"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",Cymbalaria,False,,2908,2036,436,436,1996,912,cc-by-sa
1364164,Lapsana communis L.,Lapsana,False,,2997,2099,449,449,1294,1703,cc-by-sa
1361824,Lavandula angustifolia Mill.,Lavandula,False,,3001,2101,450,450,1941,1060,cc-by-sa
1361823,Lamium galeobdolon (L.) L.,Lamium,False,,3017,2113,452,452,1768,1249,cc-by-sa
1364173,Lactuca serriola L.,Lactuca,False,,3207,2245,481,481,462,2745,cc-by-sa
1363991,Fragaria vesca L.,Fragaria,False,,3373,2361,506,506,1438,1935,cc-by-sa
1355936,Cirsium arvense (L.) Scop.,Cirsium,False,,3648,2552,548,548,2451,1197,cc-by-sa
1363740,Trifolium repens L.,Trifolium,False,,3672,2570,551,551,2411,1261,cc-by-sa
1394460,Anemone nemorosa L.,Anemone,False,,3727,2609,559,559,3182,545,cc-by-sa
1363128,Papaver rhoeas L.,Papaver,False,,4255,2979,638,638,3692,563,cc-by-sa
1359620,Alcea rosea L.,Alcea,False,,4664,3266,699,699,3316,1348,cc-by-sa
1358752,Lamium purpureum L.,Lamium,False,,4951,3465,743,743,3485,1466,cc-by-sa
1357330,Calendula officinalis L.,Calendula,False,,5238,3668,785,785,4543,695,cc-by-sa
1359517,Trifolium pratense L.,Trifolium,False,,5560,3892,834,834,4828,732,cc-by-sa
1355937,Cirsium vulgare (Savi) Ten.,Cirsium,False,,5570,3900,835,835,3167,2403,cc-by-sa
1364099,Centranthus ruber (L.) DC.,Centranthus,False,,5846,4092,877,877,5018,828,cc-by-sa
1356022,Hypericum perforatum L.,Hypericum,False,,6677,4673,1002,1002,5633,1044,cc-by-sa
1392475,Alliaria petiolata (M.Bieb.) Cavara & Grande,Alliaria,False,,6938,4858,1040,1040,3683,3255,cc-by-sa
1363227,Daucus carota L.,Daucus,False,,7752,5426,1163,1163,6239,1513,cc-by-sa
